file_name,div,steel_grade,lot_no,GS,mix,mGS,TS,YS,RA,EL,min_con,max_con,avg_con,cnt_con,std_con,med_con
A-2_304LDS1   B3B0451010  X100  G.S=5.png,A,304LDS1,B3B0451010,5,X,-,590,270,82,70,0,86241.5,7143.25757575758,33,15404.925793356,2321.5
A-30_S304J3S2  B3C0494500  X100  G.S=5.png,A,S304J3S2,B3C0494500,5,X,-,545,220,65,82,0,22116.5,2484.39325842697,89,3810.72335687743,1313.5
A-31_STS304CUMS4  B390610500  X100  G.S= 7.png,A,STS304CUMS4,B390610500,7,X,-,490,175,50,82,0,8824,1501.19784172662,139,1650.98679410584,944.5
A-32_STS304CUMS4  B390610500  X100  G.S=7.png,A,STS304CUMS4,B390610500,7,X,-,490,175,50,82,0,7221,811.060924369748,238,1220.46265828981,334.25
A-33_STS304CUMS4  B410065907  X100  G.S =7.png,A,STS304CUMS4,B410065907,7,X,-,485,160,46,81,0,10869,1390.60839160839,143,1891.46171982199,614
A-34_S30432S1  B41P007800  X100 G.S=9.png,A,S30432S1,B41P007800,9,X,-,635,350,49,,0,1309,125.438265306122,980,166.208918554917,68
A-35_STS304CUMS4  B3C0483502  X100  G.S =5.png,A,STS304CUMS4,B3C0483502,5,X,-,470,170,46,78,1,28069.5,4156.09821428571,56,6401.68842503654,1601
A-36_S30432S1  B41P007800  X100  G.S= 9.png,A,S30432S1,B41P007800,9,X,-,635,350,49,,0,1525.5,125.576805696846,983,168.952963023183,67
A-37_STS304CUMS4  B3C0483502  X100  G.S= 5.png,A,STS304CUMS4,B3C0483502,5,X,-,470,170,46,78,1.5,15984.5,4494.47959183673,49,4560.10307008379,2613
A-38_STS304CUMS4  B3C0483502  X100  G.S=5.png,A,STS304CUMS4,B3C0483502,5,X,-,470,170,46,78,0,13610.5,2540.21264367816,87,3024.85235094418,1508.5
A-39_S302S1  B410464900  X100   G.S=7.png,A,S302S1,B410464900,7,X,-,650,250,56,79,0,6625,616.613175675676,296,905.093455788703,290.5
A-3_304LDS1   B3B0451400  X100  G.S=3.5.png,A,304LDS1,B3B0451400,3.5,X,-,575,235,81,70,73.5,23702.5,7929.68333333333,30,6938.38059814552,6061.5
A-41_STS304HCS5  B410161202  X100   G.S=4.png,A,STS304HCS5,B410161202,5,X,-,515,195,57,80,0,21107,5933.7125,40,6495.40004338407,3732.5
A-42_S30432S1  B41P007800  X100  G.S =9.png,A,S30432S1,B41P007800,9,X,-,635,350,49,,0,1026,106.748860528715,1097,140.580517876589,54
A-43_S30432S1  B41P007800  X100   G.S=9.png,A,S30432S1,B41P007800,9,X,-,635,350,49,,0,984.5,107.787766450417,1079,128.617738326239,64
A-44_S304THES3  B320715101  X100  G.S=4.png,A,S304THES3,B320715101,4,X,-,640,360,47,80,40.5,23408,4112.75892857143,56,5433.24246536267,2033.5
A-45_S302S1  B420026100  X100  G.S= 7.5.png,A,S302S1,B420026100,7.5,X,-,650,250,57,77,0,12428,738.437007874016,254,1227.41491998255,328.25
A-46_S30432S1  B3CP096400  X100   G.S=8.5.png,A,S30432S1,B3CP096400,8.5,X,-,635,310,46,,0,1540,191.682249322493,738,242.73667727645,104.5
A-47_S304THES3  B320715101  X100  G.S= 4.png,A,S304THES3,B320715101,4,X,-,640,360,47,80,0,40058,4439.84,50,6848.64158022597,1673
A-48_S304HCS5  B410161601  X100  G.S =4.png,A,S304HCS5,B410161601,4,X,-,530,220,64,83,65,39005.5,5960.52631578947,38,7901.13585101216,3269
A-49_STS304CUS4  B410067200  X100  G.S=5.png,A,STS304CUS4,B410067200,5,X,-,485,160,50,77,0.5,12386,3926,58,3101.57195961816,3556
A-4_304LDS1   B3C0477900  X100  G.S=6.5.png,A,304LDS1,B3C0477900,6.5,X,-,605,285,81,66,4,17810.5,2515.12643678161,87,3298.21941009345,1331.5
A-50_S304J3S2  B3C0494500  X100 G.S=5.png,A,S304J3S2,B3C0494500,6,X,-,545,220,65,82,81.5,13947,2713.69871794872,78,3024.86348848551,1760.75
A-52_304LDS1  B3B0451303  X100  G.S= 3.5.png,A,304LDS1,B3B0451303,3.5,X,-,570,240,82,70,0,39117,7464.453125,32,10108.6696758273,3092.75
A-53_S302  B410465200  X100  G.S =6.5.png,A,S302,B410465200,6.5,X,-,655,240,53,78,48.5,19899,3463.0737704918,61,4080.23690733366,2020.5
A-54_304LDS1  B3B0451009  X100  G.S= 5.png,A,304LDS1,B3B0451009,5,X,-,585,280,78,69,5.5,19081,3566.81967213115,61,4503.96692912253,1957.5
A-55_304LDS1  B3B0451009  X100  G.S=5.png,A,304LDS1,B3B0451009,5,X,-,585,280,78,69,0,19569.5,4044.92592592593,54,4084.90132752606,2848
A-56_304LDS1  B3B0451009 X100  G.S=5.png,A,304LDS1,B3B0451009,5,X,-,585,280,78,69,0,20947.5,3171.86956521739,69,4479.33512604187,1304
A-57_304LDS1  B3B0451010   X100  G.S=5.png,A,304LDS1,B3B0451010,5,X,-,590,270,82,70,68,20892.5,4266.68269230769,52,5322.19397088634,2355.25
A-58_304LDS1  B3B0451010  X100   G.S=5.png,A,304LDS1,B3B0451010,5,X,-,590,270,82,70,0,16433.5,3094.06428571429,70,3784.11330614247,1658
A-59_304LDS1  B3B0451010  X100  G.S= 5.png,A,304LDS1,B3B0451010,5,X,-,590,270,82,70,0,30605.5,2524.18539325843,89,4969.02748571907,464.5
A-5_304LDS1   B410101400   X100  G.S=2.5.png,A,304LDS1,B410101400,2.5,X,-,565,255,78,69,40,62816,15408.15625,16,18117.8464053047,10022.25
A-60_304LDS1  B3B0451010  X100  G.S=5.png,A,304LDS1,B3B0451010,5,X,-,590,270,82,70,0,20693.5,2396.63978494624,93,4063.85607663989,744.5
A-61_304LDS1  B3B0451010 X100  G.S=5.png,A,304LDS1,B3B0451010,5,X,-,590,270,82,70,0,18216,2789.84375,80,3602.39066072253,1328.5
A-62_304LDS1  B3B0451303   X100 G.S=3.5.png,A,304LDS1,B3B0451303,3.5,X,-,570,240,82,70,9.5,27898.5,6379.52702702703,37,7298.47696158103,3802.5
A-63_304LDS1  B3B0451303  X100   G.S=3.5.png,A,304LDS1,B3B0451303,3.5,X,-,570,240,82,70,54,30842.5,6563.69444444445,36,7772.33723988638,4160
A-64_304LDS1  B3B0451303  X100  G.S =3.5.png,A,304LDS1,B3B0451303,3.5,X,-,570,240,82,70,65,44681.5,12891.1842105263,19,14708.8264605864,5515.5
A-65_304LDS1  B3B0451303  X100  G.S=3.5.png,A,304LDS1,B3B0451303,3.5,X,-,570,240,82,70,142,72163,13731.2647058824,17,19842.0732551385,5220.5
A-66_304LDS1  B3B0451303  X100 G.S=3.5.png,A,304LDS1,B3B0451303,3.5,X,-,570,240,82,70,0,46647,14851.46875,16,16273.0528083131,7382.25
A-67_304LDS1  B3B0451303 X100  G.S=3.5.png,A,304LDS1,B3B0451303,3.5,X,-,570,240,82,70,53.5,35273,7272.859375,32,8620.31948928879,3913.75
A-68_304LDS1  B3B0451400  X100   G.S=3.5.png,A,304LDS1,B3B0451400,3.5,X,-,575,235,81,70,0,27637,5748.14634146341,41,6951.90964573667,3176
A-69_304LDS1  B3B0451400  X100  G.S=3.5.png,A,304LDS1,B3B0451400,3.5,X,-,575,235,81,70,11,31964.5,6374.36486486487,37,7784.33696915197,2053
A-6_304LDS1   B410101402  X100  G.S=1.png,A,304LDS1,B410101402,1,X,-,570,250,79,70,17,55206.5,15466.78125,16,17859.00458712,5667.5
A-70_304LDS1  B3B0451400  X100 G.S=3.5.png,A,304LDS1,B3B0451400,3.5,X,-,575,235,81,70,48.5,58368.5,13558.9411764706,17,18183.1839118734,5074.5
A-71_304LDS1  B3B0451400 X100  G.S=3.5.png,A,304LDS1,B3B0451400,3.5,X,-,575,235,81,70,2.5,103323,16918.25,14,26113.9970956669,4895.25
A-72_304LDS1  B3C0154200  X100  G.S =4.png,A,304LDS1,B3C0154200,4,X,-,570,255,81,71,53.5,36819.5,6567.94285714286,35,8563.78318833065,2314.5
A-73_304LDS1  B3C0154200  X100  G.S=  4.png,A,304LDS1,B3C0154200,4,X,-,570,255,81,71,358.5,103671,18340.7692307692,13,26472.392882176,11921
A-74_304LDS1  B3C0154200  X100  G.S= 4.png,A,304LDS1,B3C0154200,4,X,-,570,255,81,71,0,27219,6973.88235294118,34,7764.32599349216,3827.25
A-75_304LDS1  B3C0154200  X100  G.S=4.png,A,304LDS1,B3C0154200,4,X,-,570,255,81,71,0,34702.5,6587.95833333333,36,8185.80528887846,3947.25
A-76_304LDS1  B3C0155100  X100  G.S= 4.5.png,A,304LDS1,B3C0155100,4.5,X,-,580,255,79,69,0,182311,14075,17,42606.394401683,1264
A-77_304LDS1  B3C0155105  X100  G.S= 4.png,A,304LDS1,B3C0155105,4,X,-,570,230,80,69,82,98500,16974.3571428571,14,26347.0464856178,4945.5
A-78_304LDS1  B3C0155100  X100  G.S=4.5.png,A,304LDS1,B3C0155100,4.5,X,-,580,255,79,69,39.5,50595,6369.06944444444,36,9402.17193890797,2981.5
A-79_304LDS1  B410101403  X100   G.S=1.png,A,304LDS1,B410101403,1,X,-,570,220,80,70,354.5,82191,17682.9285714286,14,21487.5786700605,11654.75
A-7_304LDS1   B410101403 X100  G.S=1.png,A,304LDS1,B410101403,1,X,-,570,220,80,70,3497,122774.5,42163.1666666667,6,39806.7193884679,32537.5
A-80_S302  B410465200  X100  G.S= 6.5.png,A,S302,B410465200,6.5,X,-,655,240,53,78,0,9495.5,768.957661290323,248,1125.05585847964,398.25
A-81_STS304J3S2  B420043100  X100  G.S= 5.png,A,STS304J3S2,B420043100,5,X,-,525,190,60,81,0,11918.5,774.395491803279,244,1311.01969618734,334
A-82_STS304CUS4  B410159901  X100  G.S= 3.png,A,STS304CUS4,B410159901,3,X,-,455,155,57,83,446,188423,20081.9583333333,12,50894.4103632946,5387.75
A-83_STS304CUS4  B410159901  X100  G.S=3.png,A,STS304CUS4,B410159901,3,X,-,455,155,57,83,27.5,87006.5,11908.025,20,19755.6447417409,3311
A-84_STS304HCS5  B410161202  X100  G.S=4.png,A,STS304HCS5,B410161202,4,X,-,515,195,57,80,0,19841.5,4843.13541666667,48,4824.77607397007,3175.5
A-85_STS304HCS5  B410161202  X100  G.S= 4.png,A,STS304HCS5,B410161202,4,X,-,515,195,57,80,93.5,28207,5982.61538461539,39,5796.92750455762,4381
A-86_STS304CUMS4  B410066807  X100  G.S= 6.5.png,A,STS304CUMS4,B410066807,6.5,X,-,475,165,51,81,0,13320,1778.4173553719,121,2520.26694961111,808
A-87_S30432S1  B3CP096400  X100  G.S=8.5.png,A,S30432S1,B3CP096400,8.5,X,-,635,310,46,,0,2211,162.985011990408,834,233.241659096203,80.75
A-88_304LDS1  B3C0155100  X100  G.S =4.5.png,A,304LDS1,B3C0155100,4.5,X,-,580,255,79,69,0,23840,3714.83064516129,62,5078.62756094307,1557
A-89_S302  B410465200  X100  G.S=6.5.png,A,S302,B410465200,6.5,X,-,655,240,53,78,0,87374,5399.3,40,16771.9857067522,954
A-8_304LDS1   B410102100  X100  G.S=1.png,A,304LDS1,B410102100,1,X,-,570,235,80,70,149,89447,27881,9,28451.9635721528,24679.5
A-90_STS304J3S2   B420043100  X100  G.S=5.png,A,STS304J3S2,B420043100,5,X,-,525,190,60,81,0,12572,2300.94210526316,95,2427.94102813925,1748
A-92_STS304J3S2  B420043100  X100   G.S=5.png,A,STS304J3S2,B420043100,5,X,-,525,190,60,81,85.5,214343,21632.3636363636,11,61026.3127586226,1401.5
A-93_STS304J3S2  B420043100 X100  G.S=5.png,A,STS304J3S2,B420043100,5,X,-,525,190,60,81,16,36138,3206.31060606061,66,5455.18433483313,1235.5
A-94_STS304J3S2  B420043100  X100 G.S=5.png,A,STS304J3S2,B420043100,5,X,-,525,190,60,81,213.5,100018.5,12627.0555555556,18,24413.811444486,2512.5
A-95_304LDS1  B3C0155100  X100  G.S=  4.5.png,A,304LDS1,B3C0155100,4.5,X,-,580,255,79,69,0,38637.5,7022.76470588235,34,8135.80551096717,3838.25
A-96_STS304J3S2  B420043100  X100  G.S=5.png,A,STS304J3S2,B420043100,5,X,-,525,190,60,81,0,39047.5,4081.55555555556,54,7028.21805076762,1604.5
A-97_STS304HCS5  B410161202  X100  G.S=  4.png,A,STS304HCS5,B410161202,4,X,-,515,195,57,80,0,41280.5,7000.67647058824,34,8615.80676284818,5659
A-98_STS304HCS5  B410161202  X100  G.S =4.png,A,STS304HCS5,B410161202,4,X,-,515,195,57,80,0,13948.5,4514.53921568627,51,4092.2938912766,3304
A-99_STS304CUS4  B410067200  X100  G.S= 4.5.png,A,STS304CUS4,B410067200,4.5,X,-,485,160,50,77,19,17664,4612.2,50,4493.85450031485,3136.25
A-9_304LDS1   B410139200  X100  G.S=6.5.png,A,304LDS1,B410139200,6.5,X,-,605,250,80,67,0,13178,1914.91891891892,111,2242.54023690693,1199.5
B-100_STS304CUS4 B3B0557100 X100 G.S=3 2.png,B,STS304CUS4,B3B0557100,3,X,-,450,155,53,82,58,67140,13742.3235294118,17,18183.3669558531,6180
B-101_STS304CUS4 B3B0557005 X100 G.S=3 4.png,B,STS304CUS4,B3B0557005,3,X,-,470,175,53,79,651,80845,16887.1785714286,14,22947.6908024433,5818.25
B-102_304LDS1 B410129601 X100 G.S=2.5 4.png,B,304LDS1,B410129601,2.5,X,-,590,275,81,69,13.5,35076,9465.7,25,10587.5387120898,4194
B-103_STS304CUS4 B3B0557005 X100 G.S=3 5.png,B,STS304CUS4,B3B0557005,3,X,-,470,175,53,79,1739,141723.5,19794.5416666667,12,37693.6984275104,4510.5
B-104_STS304CUS4 B3B0557100 X100 G.S=3 4.png,B,STS304CUS4,B3B0557100,3,X,-,450,155,53,82,12,125847.5,12208.3421052632,19,27655.1124992015,3667.5
B-105_STS304CUS4 B3B0557005 X100 G.S=3 3.png,B,STS304CUS4,B3B0557005,3,X,-,470,175,53,79,318.5,71650,16947.9285714286,14,23138.7576318371,6598.5
B-106_STS304CUS4 B3B0557000 X100 G.S=3 5.png,B,STS304CUS4,B3B0557000,3,X,-,460,150,51,82,50.5,44869,5008.12222222222,45,7774.28041125605,2295.5
B-107_STS304CUS4 B3B0557000 X100 G.S=3 4.png,B,STS304CUS4,B3B0557000,3,X,-,460,150,51,82,0,42499,3844.13333333333,60,6478.68194405484,1953.25
B-108_STS304CUS4 B3B0557005 X100 G.S=3 2.png,B,STS304CUS4,B3B0557005,3,X,-,470,175,53,79,0,27142.5,5180.88888888889,45,5524.58284587965,3718.5
B-109_STS304CUS4 B3B0556901 X100 G.S=4.5.png,B,STS304CUS4,B3B0556901,4.5,X,-,480,160,53,84,28.5,72114.5,9051.3,25,16972.7834658903,3059.5
B-10_304LDS1 B3A0443300 X100 G.S=6 1.png,B,304LDS1,B3A0443300,6,X,-,595,295,83,65,0,11740.5,1855.53879310345,116,2395.53877853049,844.5
B-110_STS304CUS4 B3B0556901 X100 G.S=4.5 5.png,B,STS304CUS4,B3B0556901,4.5,X,-,480,160,53,84,0,94013,7836.22413793103,29,17380.8362981733,1814.5
B-111_STS304CUS4 B3B0556901 X100 G.S=4.5 4.png,B,STS304CUS4,B3B0556901,4.5,X,-,480,160,53,84,0,21693,3226.33571428571,70,4241.63864706742,1449.75
B-112_STS304CUS4 B3B0556901 X100 G.S=4.5 2.png,B,STS304CUS4,B3B0556901,4.5,X,-,480,160,53,84,0,25683,2916.46103896104,77,4045.87707711905,1597
B-113_STS304CUS4 B420042400 X100 G.S=4.5 4.png,B,STS304CUS4,B420042400,4.5,X,-,475,165,50,83,0,15179,2216.76262626263,99,3035.07882791098,966.5
B-114_STS304CUS4 B3B0556901 X100 G.S=4.5 3.png,B,STS304CUS4,B3B0556901,4.5,X,-,480,160,53,84,90,57332.5,8736.19230769231,26,12543.2593084255,4892
B-115_STS304CUS4 B3B0556600 X100 G.S=4.5 5.png,B,STS304CUS4,B3B0556600,4.5,X,-,485,165,43,82,0,19507.5,2313.2,95,2887.51890255832,1339.5
B-116_STS304CUS B410069400 X100 G.S=3 6.png,B,STS304CUS,B410069400,3,X,-,460,160,51,82,0,22059.5,3755.02459016393,61,5199.74769046319,2253
B-117_STS304CUS4 B3B0556600 X100 G.S=4.5.png,B,STS304CUS4,B3B0556600,4.5,X,-,485,165,43,82,0,12795,1917.86160714286,112,2018.12576838217,1412.5
B-119_STS304CUS4 B3B0556600 X100 G.S=4.5 3.png,B,STS304CUS4,B3B0556600,4.5,X,-,485,165,43,82,3.5,11493.5,2373.41847826087,92,2386.522791451,1816
B-11_304LDS1 B3A0443300 X100 G.S=6 2.png,B,304LDS1,B3A0443300,6,X,-,595,295,83,65,0,10554.5,1423.44897959184,147,2055.38916133655,622
B-120_304LDS1 B340219702 X100 G.S=4.5 3.png,B,304LDS1,B340219702,4.5,X,-,605,265,79,68,0,12771.5,2748.11111111111,81,3038.88349583109,1663.5
B-121_STS304CUS4 B3B0556600 X100 G.S=4.5 2.png,B,STS304CUS4,B3B0556600,4.5,X,-,485,165,43,82,0,55262,9895.21739130435,23,16671.6592871713,2857
B-122_304LDS1 B410101700 X100 G.S=2 5.png,B,304LDS1,B410101700,2,X,-,570,240,80,70,281,94858.5,24305.6,10,29261.1323907671,13815.75
B-123_304LDS1 B410130000 X100 G.S=2.5 4.png,B,304LDS1,B410130000,2.5,X,-,590,265,78,70,1545.5,229088,61070.625,4,97028.8140131419,6824.5
B-124_304LDS1 B410131200 X100 G.S=5 3.png,B,304LDS1,B410131200,5,X,-,620,350,80,62,0,7762.5,1719.61693548387,124,1882.8310563429,1094.5
B-125_STS304CUS4 B3B0537500 X100 G.S=3.png,B,STS304CUS4,B3B0537500,3,X,-,465,155,47,82,232.5,64940.5,24225.55,10,22857.8106163407,15809.25
B-126_STS304CUS B410069400 X100 G.S=3 2.png,B,STS304CUS,B410069400,3,X,-,460,160,51,82,7.5,34054.5,3412.5223880597,67,5578.57008402105,1462
B-127_STS304CUS B410069000 X100 G.S=3.5.png,B,STS304CUS,B410069000,3.5,X,-,465,155,48,82,2,21034,3767.06557377049,61,4734.4134986319,1627
B-128_STS304CUS B410069000 X100 G.S=3.5 6.png,B,STS304CUS,B410069000,3.5,X,-,465,155,48,82,84.5,104769.5,21968.8181818182,11,35953.5223917773,1961
B-129_STS304CUS4 B3B0537500 X100 G.S=3 5.png,B,STS304CUS4,B3B0537500,3,X,-,465,155,47,82,10,58081.5,9633.72,25,12150.7997144879,5652.5
B-12_304LDS1 B3A0443300 X100 G.S=6 4.png,B,304LDS1,B3A0443300,6,X,-,595,295,83,65,84,95600,6486.70588235294,34,17278.6442091853,1777.5
B-130_STS304CUS4 B3B0537500 X100 G.S=3 4.png,B,STS304CUS4,B3B0537500,3,X,-,465,155,47,82,74,69468.5,8516.66071428571,28,13865.2528704554,3799.5
B-131_STS304CUS4 B3B0537500 X100 G.S=3 3.png,B,STS304CUS4,B3B0537500,3,X,-,465,155,47,82,116,197025,23990.9,10,57959.0838617209,3523.25
B-132_STS304CUS4 B3B0556600 X100 G.S=4.5 4.png,B,STS304CUS4,B3B0556600,4.5,X,-,485,165,43,82,0,18160,1796.54583333333,120,2638.66519680235,1037.5
B-133_STS304CUS B410069400 X100 G.S=3.png,B,STS304CUS,B410069400,3,X,-,460,160,51,82,14.5,30690.5,6356.86111111111,36,7620.42247353481,3887
B-134_STS304CUS B410068800 X100 G.S=4 6.png,B,STS304CUS,B410068800,4,X,-,470,160,48,82,0,21550.5,2583.73837209302,86,3415.95834702999,1525.75
B-135_STS304CUS4 B3B0537500 X100 G.S=3 2.png,B,STS304CUS4,B3B0537500,3,X,-,465,155,47,82,1,39126.5,7708.29032258065,31,9984.10466431371,3596.5
B-136_STS304CUS B410068800 X100 G.S=4 7.png,B,STS304CUS,B410068800,4,X,-,470,160,48,82,1,12570.5,2282.44791666667,96,2525.62769062709,1434
B-137_STS304CUS B410069400 X100 G.S=3 5.png,B,STS304CUS,B410069400,3,X,-,460,160,51,82,0,26705.5,4844.45833333333,48,5433.24825901571,3045.5
B-138_STS304CUS B410069000 X100 G.S=3.5 7.png,B,STS304CUS,B410069000,3.5,X,-,465,155,48,82,1.5,19626,3299.32608695652,69,4418.45467922473,1766.5
B-139_STS304CUS B410068800 X100 G.S=4 2.png,B,STS304CUS,B410068800,4,X,-,470,160,48,82,0,13649.5,2616.30588235294,85,3127.0594438321,1188
B-13_304LDS1 B3A0443300 X100 G.S=6 5.png,B,304LDS1,B3A0443300,6,X,-,595,295,83,65,0,12927,1659.85546875,128,1972.78767720834,969
B-140_STS304CUS B410069400 X100 G.S=3 4.png,B,STS304CUS,B410069400,3,X,-,460,160,51,82,0,27419,4878.9375,48,7060.49814005195,1835
B-141_STS304CUS B410069400 X100 G.S=3 7.png,B,STS304CUS,B410069400,3,X,-,460,160,51,82,220.5,167326.5,16613.4642857143,14,42127.5519199322,2632.5
B-142_STS304CUS B410069000 X100 G.S=3.5 5.png,B,STS304CUS,B410069000,3.5,X,-,465,155,48,82,0,21688.5,3995.0350877193,57,4471.31701707561,2521
B-143_304LDS1 B340219702 X100 G.S=4.5 4.png,B,304LDS1,B340219702,4.5,X,-,605,265,79,68,0,16404.5,3854.22033898305,59,3968.62012508296,2461.5
B-144_304LDS1 B340219702 X100 G.S=4.5 5.png,B,304LDS1,B340219702,4.5,X,-,605,265,79,68,1,22357.5,4008.91228070175,57,4494.31891013416,2137.5
B-145_304LDS1 B340219702 X100 G.S=4.5.png,B,304LDS1,B340219702,4.5,X,-,605,265,79,68,56,39397.5,8670.23076923077,26,10053.0124075312,4772.5
B-146_304LDS1 B370095700 X100 G.S=2.5 2.png,B,304LDS1,B370095700,2.5,X,-,575,240,78,71,18,50505.5,15860.9333333333,15,16038.3584331093,7938.5
B-147_3704LDS1 B370095700 X100 G.S=2.5 3.png,B,3704LDS1,B370095700,2.5,X,-,,,,,62.5,207275.5,50057.7,5,80275.1002675176,361.5
B-148_304LDS1 B370095700 X100 G.S=2.5 4.png,B,304LDS1,B370095700,2.5,X,-,575,240,78,71,83.5,66566.5,17143.0714285714,14,19928.0471140705,13166.5
B-149_304LDS1 B370095700 X100 G.S=2.5 6.png,B,304LDS1,B370095700,2.5,X,-,575,240,78,71,43,105610,17061.5357142857,14,26105.957300055,10855.25
B-14_304LDS1 B3A0443400 X100 G.S=5 1.png,B,304LDS1,B3A0443400,5,X,-,595,255,82,65,0,11386,1972.21363636364,110,2311.1662625168,1076
B-150_304LDS1 B370095700 X100 G.S=2.5.png,B,304LDS1,B370095700,2.5,X,-,575,240,78,71,1,28269.5,8567.51785714286,28,8574.61395057917,4558.25
B-151_304LDS1 B410101700 X100 G.S=2 2.png,B,304LDS1,B410101700,2,X,-,570,240,80,70,16733.5,193231.5,80872.5,3,79715.1692005146,32652.5
B-152_304LDS1 B410101700 X100 G.S=2 3.png,B,304LDS1,B410101700,2,X,-,570,240,80,70,950,174006,60574.5,4,70647.4341519209,33671
B-153_304LDS1 B410101700 X100 G.S=2 4.png,B,304LDS1,B410101700,2,X,-,570,240,80,70,62,60074.5,6976.98529411765,34,10597.4211655515,4158.75
B-154_304LDS1 B410102401 X100 G.S=2.png,B,304LDS1,B410102401,2,X,-,575,255,81,73,127,67740,13623.6388888889,18,16699.2064630209,7311
B-155_304LDS1 B410120100 X100 G.S=4.5 2.png,B,304LDS1,B410120100,4.5,X,-,600,280,80,66,0,12233,3006.37162162162,74,2929.25211382647,2229.75
B-156_304LDS1 B410120100 X100 G.S=4.5 3.png,B,304LDS1,B410120100,4.5,X,-,600,280,80,66,1.5,12470,3029.38356164384,73,2986.1438625674,2064.5
B-157_304LDS1 B410120100 X100 G.S=4.5 4.png,B,304LDS1,B410120100,4.5,X,-,600,280,80,66,73,48004.5,5264.64285714286,42,8621.23558725896,2376.75
B-158_304LDS1 B410120100 X100 G.S=4.5 5.png,B,304LDS1,B410120100,4.5,X,-,600,280,80,66,0,13858.5,2208.38265306122,98,2500.26186771467,1204.5
B-159_304LDS1 B410120100 X100 G.S=4.5.png,B,304LDS1,B410120100,4.5,X,-,600,280,80,66,0,12462,2455.85393258427,89,2404.50914096857,1723
B-15_304LDS1 B3A0443400 X100 G.S=5 2.png,B,304LDS1,B3A0443400,5,X,-,595,255,82,65,0,11528,1644.06976744186,129,2057.10270943091,940.5
B-160_304LDS1 B410129601 X100 G.S=2.5 2.png,B,304LDS1,B410129601,2.5,X,-,590,275,81,69,898.5,79537,20027,12,24239.7547885356,12737.25
B-161_#3.5-7_STS304CUS B410069000 X100 G.S=3.5 2.png,B,STS304CUS,B410069000,3.5,X,-,465,155,48,82,0,83040,7897.25862068966,29,16750.706314815,1446.5
B-162_#3.5-8_STS304CUS B410069000 X100 G.S=3.5 3.png,B,STS304CUS,B410069000,3.5,X,-,465,155,48,82,0,68884.5,7507.28333333333,30,13342.1272396142,3017.5
B-163_#4.0-7_STS304CUS B410068707 X100 G.S=4 9.png,B,STS304CUS,B410068707,4,X,-,470,165,46,82,10,37386,4208.01960784314,51,7085.17099089385,1671
B-165_#4.5-8_STS304S1 B420153100 X100 G.S=4.5 3.png,B,STS304S1,B420153100,4.5,X,-,610,330,81,68,2,132514,5236.90476190476,42,20136.0855538361,874.75
B-166_#5.0-2_304LDS1 B3A0443400 X100 G.S=5 3.png,B,304LDS1,B3A0443400,5,X,-,595,255,82,65,11,30464.5,4073.28846153846,52,6505.87551190502,1485.25
B-167_#5.0-4_304LDS1 B410131200 X100 G.S=5.png,B,304LDS1,B410131200,5,X,-,620,350,80,62,2,79800.5,6437.95588235294,34,16409.7409608581,751.25
B-168_#5.0-5_304LDS1 B410144600 X100 G.S=5 3.png,B,304LDS1,B410144600,5,X,-,605,270,80,64,0,61395.5,2935.16911764706,68,10125.1545270017,488.25
B-169_#6.0-8_STS302S1 B420025400 X100 G.S=6 5.png,B,STS302S1,B420025400,6,X,-,650,240,58,77,0,10186.5,458.258760107817,371,841.107976695618,198
B-16_304LDS1 B3A0443400 X100 G.S=5 4.png,B,304LDS1,B3A0443400,5,X,-,595,255,82,65,1.5,14076.5,1732.47967479675,123,2311.80899093383,812
B-170_240725_B_#5.0-8_STS304J3S2 B3C0484200 X100 G.S=5 4.png,B,STS304J3S2,B3C0484200,5,X,-,535,195,60,82,74,32273.5,3140.7421875,64,5424.19052428,1251.5
B-172_240726_B_#6.5-8_STS302S1 B420027000 X100 G.S=6.5 2.png,B,STS302S1,B420027000,6.5,X,-,655,245,58,78,0,5895,474.827348066298,362,799.789830748119,210.25
B-172_STS304S1 B420153100 X100 G.S=4.5 4.png,B,STS304S1,B420153100,4.5,X,-,610,330,81,68,0,11583,2577.25882352941,85,2660.70566006106,1317.5
B-173_304LDS1 B410102401 X100 G.S=2 5.png,B,304LDS1,B410102401,2,X,-,575,255,81,73,1366,130608.5,26488.6666666667,9,37904.1430167381,16564.5
B-174_304LDS1 B3C0376100 X100 G.S=2.5 3.png,B,304LDS1,B3C0376100,2.5,X,-,580,255,81,72,137.5,80899,14702.15625,16,21149.0891889571,5262.25
B-175_STS304CUS B410069400 X100 G.S=3.png,B,STS304CUS,B410069400,3,X,-,460,160,51,82,58,113677,12887.25,18,25932.6390493235,3385
B-176_STS304CUS4 B3B0557000 X100 G.S=3 2.png,B,STS304CUS4,B3B0557000,3,X,-,460,150,51,82,130.5,29129.5,8778.36,25,7765.18040166486,6131
B-177_304LDS1 B3A0374000 X100 G.S=5 2.png,B,304LDS1,B3A0374000,5,X,-,605,320,79,64,48,49829,5072.79761904762,42,8804.14018074094,2217.5
B-178_STS304CUS4 B420042400 X100 G.S=4.5 3.png,B,STS304CUS4,B420042400,4.5,X,-,475,165,50,83,4,77660,7915.85714285714,28,19078.110167647,750
