file_name,div,steel_grade,lot_no,GS,mix,mGS,TS,YS,RA,EL,min_con,max_con,avg_con,cnt_con,std_con,med_con
D-304_EP316LVVS1 B42P048800 X100 G.S=6 -2.png,D,EP316LVVS1,B42P048800,6,X,-,520,220,52,,9,11276.5,1414.68951612903,124,1598.94170972546,984
D-305_EP316LVVS1 B42P048800 X100 G.S=6.png,D,EP316LVVS1,B42P048800,6,X,-,520,220,52,,0,9598,1337.01526717557,131,1607.63934604204,768.5
D-306_EP316LVVS1 B42P049000 X100 G.S=5 -2.png,D,EP316LVVS1,B42P049000,5,X,-,510,220,50,,2.5,10420,2198.16860465116,86,2285.01247593468,1488.25
D-307_EP316LVVS1 B42P049100 X100 G.S=6 -2.png,D,EP316LVVS1,B42P049100,6,X,-,500,215,52,,15.5,16447.5,1508.82905982906,117,1995.76399072558,834.5
D-308_EP316LVVS1 B42P049100 X100 G.S=6.png,D,EP316LVVS1,B42P049100,6,X,-,500,215,52,,11,7775.5,1323.78409090909,132,1449.73070147264,747
D-30_316LDS1 B420407900 X100 G.S=7 -4.png,D,316LDS1,B420407900,7,X,-,605,380,82,59,0,6963,650.431330472103,233,926.815479506431,316
D-316_STS304HCMS7 B410612300 X100 G.S=6.5.png,D,STS304HCMS7,B410612300,6.5,X,-,545,200,59,80,0,9314.5,990.511904761905,168,1304.04690149045,510
D-317_STS304J3S2 B420071000 X100 G.S=3.5.png,D,STS304J3S2,B420071000,3.5,X,-,465,160,48,82,57,41804,8872.78,25,10937.8671075123,4575.5
D-318_STS304S1 B380392201 X100 G.S=1.png,D,STS304S1,B380392201,1,X,-,580,245,81,73,691,139922.5,40667.5,6,54502.6983697444,5613.5
D-319_STS304S1 B420152400 X100 G.S=6 -3.png,D,STS304S1,B420152400,6,X,-,605,305,81,67,0,7343,1051.62025316456,158,1262.83122792506,600.75
D-31_304LDS1 B370335907 X100 G.S=5 -4.png,D,304LDS1,B370335907,5,X,-,580,240,82,68,0,169290,14549.5,16,40316.1873887214,3204.25
D-320_STS304S1 B420152400 X100 G.S=6(2~3mix).png,D,STS304S1,B420152400,6,O,2~3,605,305,81,67,0,50273,1699.29357798165,109,4877.81603174003,717.5
D-321_STS316LEPSB B3B0399302 X100 G.S=6.png,D,STS316LEPSB,B3B0399302,6,X,-,495,190,88,63,0,5988,1319.40151515152,132,1357.86985926291,912.5
D-322_STS317LS1 B3B0438000 X100 G.S=6(4.5mix).png,D,STS317LS1,B3B0438000,6,O,4.5,,,,,0,14154.5,2264.65662650602,83,2780.8311966286,1321.5
D-323_STS630AMLS1 B3B0175002 X100 G.S=9.png,D,STS630AMLS1,B3B0175002,9,X,-,,,,,0,1084.5,97.3343634116193,809,149.334631843582,40.5
D-324_STSXM7S3 B420440700 X100 G.S=5.5 -3.png,D,STSXM7S3,B420440700,5.5,X,-,,,,,4,10645.5,1557.38461538462,104,2062.42735446745,823.25
D-325_W4435S5 B41P099800 X100 G.S=6.5.png,D,W4435S5,B41P099800,6.5,X,-,,,,,0,8428,999.311764705882,170,1373.89685903759,509.25
D-326_304LDS1 B420084100 X100 G.S=6 -5.png,D,304LDS1,B420084100,6,X,-,615,315,82,65,10.5,13481,1505.69327731092,119,1996.39792234027,877.5
D-327_304LDS1 B420084100 X100 G.S=6.png,D,304LDS1,B420084100,6,X,-,615,315,82,65,2.5,9356,1250.85869565217,138,1528.49224039448,652.5
D-328_304LDS1 B420087400 X100 G.S=6.5(3mix).png,D,304LDS1,B420087400,6.5,O,3,600,280,80,65,0,46024.5,1361.47368421053,133,4077.61867901018,615.5
D-329_316LDS1 B3B0490401 X100 G.S=4.5 -5.png,D,316LDS1,B3B0490401,4.5,X,-,535,220,83,70,0,24298.5,4206.14444444444,45,5392.78837030655,2583.5
D-32_240725_D_#5.0-9_STSXM7S2 B410531700 X100 G.S=5 -2.png,D,STSXM7S2,B410531700,5,X,-,,,,,0,197482,7638.55172413793,29,35917.3284152469,237
D-330_304LDS1 B420083200 X100 G.S=5.5 -3.png,D,304LDS1,B420083200,5.5,X,-,605,270,78,64,0,12431,1611.0045045045,111,2250.28022728972,896.5
D-331_304LDS1 B420083200 X100 G.S=6 -2.png,D,304LDS1,B420083200,6,X,-,605,270,78,64,0,10522.5,1631.30357142857,112,1770.50829611001,1269.75
D-332_304LDS1 B420083200 X100 G.S=6 -3.png,D,304LDS1,B420083200,6,X,-,605,270,78,64,0,15399.5,2120.05056179775,89,2621.2712190125,994.5
D-333_304LDS1 B420083200 X100 G.S=6.png,D,304LDS1,B420083200,6,X,-,605,270,78,64,0,11870.5,1702.07407407407,108,2035.64167335285,1302.75
D-334_316LDS1 B430141400 X100 G.S=6.png,D,316LDS1,B430141400,6,X,-,560,250,79,64,0,9883.5,1830.99,100,1970.11348909143,1156.75
D-335_316LDS1 B430141400 X100 G.S=5.5 -2.png,D,316LDS1,B430141400,5.5,X,-,560,250,79,64,0,10765.5,1923.47422680412,97,2259.96631483328,1036
D-336_316LDS1 B430121501 X100 G.S=3.png,D,316LDS1,B430121501,3,X,-,535,250,80,67,12,48425,9846.47826086957,23,12084.0130575738,4696
D-337_16LDS1 B430121501 X100 G.S=3.5.png,D,16LDS1,B430121501,3.5,X,-,,,,,51,24207,7768.23214285714,28,7078.59227641715,4067.25
D-33_316LDS1 B410147700 X100 G.S=5 3.png,D,316LDS1,B410147700,5,X,-,555,285,82,66,10,10691,2253.61904761905,84,2539.82205110985,1186.75
D-340_304LDS1 B430148800 X100 G.S=6.5 -2.png,D,304LDS1,B430148800,6.5,X,-,605,270,79,65,0,7082.5,1086.48387096774,155,1122.48466534443,692.5
D-341_304LDS1 B420084200 X100 G.S=5.5 -2.png,D,304LDS1,B420084200,5.5,X,-,615,310,82,66,0,11948,1899.52,100,2341.46605454788,885
D-342_304LDS1 B420084200 X100 G.S=5.5 -5.png,D,304LDS1,B420084200,5.5,X,-,615,310,82,66,0,12136.5,1882.67171717172,99,2187.77992282479,1108
D-343_304LDS1 B420084200 X100 G.S=6 -2.png,D,304LDS1,B420084200,6,X,-,615,310,82,66,0,12323,1512.09583333333,120,1907.99466859824,865
D-344_304LDS1 B420084200 X100 G.S=6 -3.png,D,304LDS1,B420084200,6,X,-,615,310,82,66,0,11666.5,1545.20512820513,117,1872.5308941044,772
D-345_304LDS1 B420084200 X100 G.S=6.png,D,304LDS1,B420084200,6,X,-,615,310,82,66,0,8979,1543.76890756303,119,1895.18567391512,909
D-346_304LDS1 B420084500 X100 G.S=6.5 -2.png,D,304LDS1,B420084500,6.5,X,-,605,280,78,63,0.5,5424.5,634.147916666667,240,828.724309553943,315.25
D-347_304LDS1 B420084500 X100 G.S=6.5(1~2mix).png,D,304LDS1,B420084500,6.5,O,1~2,605,280,78,63,5.5,35500.5,1349.81818181818,132,3216.50606441161,643.25
D-348_304LDS1 B420084500 X100 G.S=6.5(4~5mix).png,D,304LDS1,B420084500,6.5,O,4~5,605,280,78,63,0,4744,629.694672131148,244,875.862832201635,334
D-349_304LDS1 B420084500 X100 G.S=6.5.png,D,304LDS1,B420084500,6.5,X,-,605,280,78,63,0,5851,702.566964285714,224,901.170746454735,379.5
D-34_304LDS3 B3C0364500 X100 G.S=6 -3.png,D,304LDS3,B3C0364500,6,X,-,600,300,80,65,6.5,99620,9388.66666666667,24,20346.7201706169,1858.75
D-350_304LDS1 B420084400 X100 G.S=5.5 -2.png,D,304LDS1,B420084400,5.5,X,-,610,285,81,67,0,9523.5,1808.09708737864,103,2152.3448525644,1023
D-351_304LDS1 B420084400 X100 G.S=5.5 -3.png,D,304LDS1,B420084400,5.5,X,-,610,285,81,67,0,19454,1731.47222222222,108,2704.10851832134,757.5
D-352_304LDS1 B420084400 X100 G.S=5.5.png,D,304LDS1,B420084400,5.5,X,-,610,285,81,67,0,9914,1665.99099099099,111,2056.29000958582,971.5
D-353_304LDS1 B420084400 X100 G.S=6.png,D,304LDS1,B420084400,6,X,-,610,285,81,67,0,7512,1527.23305084746,118,1603.13548398423,864.25
D-354_304LDS1 B420089000 X100 G.S=5.5 -2.png,D,304LDS1,B420089000,5.5,X,-,590,240,80,67,0,18108,2580,76,3538.62166799596,1068.25
D-355_304LDS1 B420089000 X100 G.S=5.5.png,D,304LDS1,B420089000,5.5,X,-,590,240,80,67,4.5,16005,2861.84057971015,69,3033.58961271186,1771
D-356_304LDS1 B430148800 X100 G.S=6.5.png,D,304LDS1,B430148800,6.5,X,-,605,270,79,65,0,6898,1168.18027210884,147,1225.87013792367,760.5
D-357_304LDS3 B3C0364500 X100 G.S=6 -2.png,D,304LDS3,B3C0364500,6,X,-,600,300,80,65,0,8686.5,1643.41441441441,111,1715.7504003697,1150
D-358_304LDS3 B3C0364500 X100 G.S=6.png,D,304LDS3,B3C0364500,6,X,-,600,300,80,65,0,10718,1456.25609756098,123,1743.51241991498,880.5
D-359_316LDS1 B3B0490401 X100 G.S=4.5.png,D,316LDS1,B3B0490401,4.5,X,-,535,220,83,70,3.5,23823.5,3594.9649122807,57,4630.57619359986,1774.5
D-35_240726_D_#7.0-5_316LDS1 B430109300 X100 G.S=7.png,D,316LDS1,B430109300,7,X,-,580,250,78,60,0,4336.5,620.241721854305,302,855.313865852889,265.5
D-360_316LDS1 B3B0490401 X100 G.S=4.5 -4.png,D,316LDS1,B3B0490401,4.5,X,-,535,220,83,70,20,19450.5,3876.07142857143,49,4157.37764309991,2463
D-361_304LDS1 B420089000 X100 G.S=6.png,D,304LDS1,B420089000,6,X,-,590,240,80,67,0,8418,2005.89772727273,88,1829.72610990486,1525.75
D-362_304LDS1 B420092400 X100 G.S=6 -2.png,D,304LDS1,B420092400,6,X,-,600,250,80,67,0,7629,1126.71323529412,136,1239.0023317412,709.75
D-363_304LDS1 B420092400 X100 G.S=6.png,D,304LDS1,B420092400,6,X,-,600,250,80,67,0,5660,1133.41496598639,147,1261.71970481463,703
D-364_API316LDS1 B330852300 X100 G.S=3.5.png,D,API316LDS1,B330852300,3.5,X,-,560,315,75,56,229,41241.5,9380.60416666667,24,11458.8309958404,4281
D-365_API316LDS1 B330852300 X100 G.S=4.png,D,API316LDS1,B330852300,4,X,-,560,315,75,56,10.5,22026.5,5124.31707317073,41,5151.8860029381,3152
D-366_304LDS1 B420177500 X100 G.S=4 -2.png,D,304LDS1,B420177500,4,X,-,570,235,82,68,112,26880,7396.72413793103,29,7455.06320492438,4775.5
D-367_304LDS1 B420177500 X100 G.S=4 -3.png,D,304LDS1,B420177500,4,X,-,570,235,82,68,6,33605,6558.92424242424,33,7595.28454104336,2910.5
D-368_304LDS1 B420177500 X100 G.S=4.png,D,304LDS1,B420177500,4,X,-,570,235,82,68,1,24067.5,7626.79310344828,29,7512.93664347823,3587.5
D-369_304LDS1 B420177501 X100 G.S=4 -2.png,D,304LDS1,B420177501,4,X,-,580,270,81,67,20,26617.5,6676.84375,32,7113.72515309039,3967.75
D-36_316LDS1 B410576900 X100 G.S=5 3.png,D,316LDS1,B410576900,5,X,-,610,425,75,49,37.5,11037,2300.92771084337,83,2808.18954682886,1114
D-370_304LDS1 B420177501 X100 G.S=4 -3.png,D,304LDS1,B420177501,4,X,-,580,270,81,67,20.5,31629,6805.296875,32,8009.55853072925,4441.75
D-371_304LDS1 B420177501 X100 G.S=4.png,D,304LDS1,B420177501,4,X,-,580,270,81,67,64,22073,7472.36206896552,29,6350.81710721155,5295
D-372_316LDS1 B420405300 X100 G.S=4.5(7mix).png,D,316LDS1,B420405300,4.5,O,7,585,285,79,60,0,31226.5,2018.06315789474,95,4452.88215195158,672
D-373_316LDS1 B430141400 X100 G.S=5.5 3.png,D,316LDS1,B430141400,5.5,X,-,560,250,79,64,0,10343.5,1920,92,2076.95240781965,1235
D-374_316LDS1 B410155900 X100 G.S=5 -2.png,D,316LDS1,B410155900,5,X,-,565,265,85,63,0,13903.5,2013.3947368421,95,3007.21840602761,888.5
D-375_316LDS1 B410155900 X100 G.S=5.png,D,316LDS1,B410155900,5,X,-,565,265,85,63,0,17432.5,1393.13740458015,131,2301.46841944445,476.5
D-376_316LDS1 B410155900 X100 G.S=5 -3.png,D,316LDS1,B410155900,5,X,-,565,265,85,63,0,14735.5,1706.64090909091,110,2621.51070960986,832.5
D-377_316LDS1 B3C0399100 X100 G.S=3 -2.png,D,316LDS1,B3C0399100,3,X,-,540,215,84,70,1169,41643,13305.5588235294,17,12861.4684516129,7236.5
D-378_316LDS1 B3C0399100 X100 G.S=3.5 -2.png,D,316LDS1,B3C0399100,3.5,X,-,540,215,84,70,22,20308.5,6991.25806451613,31,5672.45560961742,5435
D-379_304LDS1 B420093500 X100 G.S=6.5.png,D,304LDS1,B420093500,6.5,X,-,605,280,83,63,0,6392.5,774.784688995215,209,1060.19380351405,352.5
D-37_240726_D_#7.5-3_316LDS1 B410155800 X100 G.S=7.5.png,D,316LDS1,B410155800,7.5,X,-,595,340,84,58,0,3970.5,343.148535564854,478,459.152583671265,190.5
D-380_304LDS1 B420093500 X100 G.S=7 -2.png,D,304LDS1,B420093500,7,X,-,605,280,83,63,0,5201.5,841.450777202073,193,1003.06125679483,455
D-381_304LDS1 B420093500 X100 G.S=7.png,D,304LDS1,B420093500,7,X,-,605,280,83,63,0,2749.5,494.698943661972,284,558.921586470614,287.75
D-382_304LDS1 B420106400 X100 G.S=6 -2.png,D,304LDS1,B420106400,6,X,-,620,325,82,65,0,9709.5,1327.28294573643,129,1735.93386596263,621.5
D-383_304LDS1 B420106400 X100 G.S=6 -3.png,D,304LDS1,B420106400,6,X,-,620,325,82,65,0,12454.5,1294.28467153285,137,1799.29273898606,531
D-384_304LDS1 B420106400 X100 G.S=6.5.png,D,304LDS1,B420106400,6.5,X,-,620,325,82,65,0,7391,1129.60855263158,152,1284.46780516004,737.75
D-385_304LDS1 B420106400 X100 G.S=6.png,D,304LDS1,B420106400,6,X,-,620,325,82,65,0,7228,1018.23602484472,161,1349.29646386473,539.5
D-386_316LDS1 B3B0212000 X100 G.S=3.5 -2.png,D,316LDS1,B3B0212000,3.5,X,-,535,215,82,68,0,31800.5,6732.32258064516,31,6772.73935447716,4660.5
D-387_316LDS1 B3C0399110 X100 G.S=3 -2.png,D,316LDS1,B3C0399110,3,X,-,545,240,78,70,41,58907.5,10874.475,20,14544.181428904,3757.5
D-388_316LDS1 B410150300 X100 G.S=6.png,D,316LDS1,B410150300,6,X,-,565,265,81,64,0,21952.5,1654.0701754386,114,2920.47767502828,512.75
D-389_316LDS1 B420162400 X100 G.S=6.png,D,316LDS1,B420162400,6,X,-,570,275,82,65,0,8452.5,1094.89308176101,159,1474.45021878936,493.5
D-38_240726_D_#8.0-1_304LDS1 B41P022900 X100 G.S=8.png,D,304LDS1,B41P022900,8,X,-,605,270,54,,0,3821,426.23164556962,395,591.197253497394,219.5
D-390_316LDS1 B420171300 X100 G.S=7 -2.png,D,316LDS1,B420171300,7,X,-,580,310,84,61,0,4873,616.918699186992,246,764.6159827742,344.25
D-391_316LDSB B430241806 X100 G.S=6.5.png,D,316LDSB,B430241806,6.5,X,-,570,250,59,76,0,11002,1133.65923566879,157,1732.40010239303,484
D-392_316LDS1 B410150300 X100 G.S=6 -2.png,D,316LDS1,B410150300,6,X,-,565,265,81,64,0,23609,1355.77611940299,134,2693.77067853487,478.75
D-393_316LDSY B430296300 X100 G.S=4.png,D,316LDSY,B430296300,4,X,-,560,235,79,62,21,20622.5,4712.68292682927,41,5648.68728626406,2746
D-394_316LDSY B430296300 X100 G.S=4.5.png,D,316LDSY,B430296300,4.5,X,-,560,235,79,62,12,12684.5,3968.20192307692,52,3410.45918583781,3136.5
D-395_316LDSY B430296300 X100 G.S=4.5 -2.png,D,316LDSY,B430296300,4.5,X,-,560,235,79,62,0,27520.5,3467.97413793103,58,4418.80061393479,2316.75
D-396_316LDSB B430241806 X100 G.S=6.5 -3.png,D,316LDSB,B430241806,6.5,X,-,570,250,59,76,0,11752,1203.53448275862,145,1739.03674452581,444
D-397_316LDS1 B3B0212000 X100 G.S=3.5 -3.png,D,316LDS1,B3B0212000,3.5,X,-,535,215,82,68,2,37717.5,7973.08928571429,28,9384.53856660515,5207.75
D-398_316LDS1 B3B0212000 X100 G.S=3.5.png,D,316LDS1,B3B0212000,3.5,X,-,535,215,82,68,20,30467,8207.53703703704,27,8391.12181054291,5372
D-399_316LDS1 B3B0212000 X100 G.S=3.png,D,316LDS1,B3B0212000,3,X,-,535,215,82,68,1,47055.5,10863.8095238095,21,13525.9698045721,2786.5
D-3_#1.5-1_STS304S1 B380392201 X100 G.S=1.5 -2.png,D,STS304S1,B380392201,1.5,X,-,580,245,81,73,4527.5,80996.5,34285.8571428571,7,29928.5581841089,17894
D-400_316LDS1 B3B0490401 X100 G.S=4.5 -2.png,D,316LDS1,B3B0490401,4.5,X,-,535,220,83,70,12.5,27760.5,4325.21875,48,5109.11678389949,3172.5
D-401_316LDS1 B3C0399110 X100 G.S=3.5.png,D,316LDS1,B3C0399110,3.5,X,-,545,240,78,70,0,21863,6906.25806451613,31,6443.74789117448,4676
D-402_316LDS1 B3C0399110 X100 G.S=3.png,D,316LDS1,B3C0399110,3,X,-,545,240,78,70,715.5,54635,10231.2272727273,22,12823.6802995716,2857.75
D-403_316LDS1 B080478500 X100 G.S=3.5.png,D,316LDS1,B080478500,3.5,X,-,520,250,85,69,1,29332.5,6642.375,32,7600.39159044618,3382.25
D-404_316LDS1 B080478500 X100 G.S=4.5.png,D,316LDS1,B080478500,4.5,X,-,520,250,85,69,24,15304.5,4112.16326530612,49,4191.28642809389,2927.5
D-405_316LDS1 B080478500 X100 G.S=4.png,D,316LDS1,B080478500,4,X,-,520,250,85,69,0,18284.5,4975.84523809524,42,5060.5992075192,2930.25
D-406_316LDS1 B370097700 X100 G.S=3 -2.png,D,316LDS1,B370097700,3,X,-,545,235,81,69,96,71761.5,15570.1333333333,15,22971.8743506537,3342.5
D-407_316LDS1 B370097700 X100 G.S=3.5 -2.png,D,316LDS1,B370097700,3.5,X,-,545,235,81,69,689,35755.5,9628.52173913043,23,8902.84317370661,9722.5
D-408_316LDS1 B370097700 X100 G.S=3.5.png,D,316LDS1,B370097700,3.5,X,-,545,235,81,69,30,45713,9553.58695652174,23,10337.6355883566,6426.5
D-409_316LDS1 B370097700 X100 G.S=3.png,D,316LDS1,B370097700,3,X,-,545,235,81,69,1,64034.5,12559.6944444444,18,15050.7071328327,8722.25
D-40_316LDS1 B410147700 X100 G.S=5 -1.png,D,316LDS1,B410147700,5,X,-,555,285,82,66,0,13799,1893.06565656566,99,2364.73026377993,948.5
D-410_316LDS1 B410147700 X100 G.S=5 -2.png,D,316LDS1,B410147700,5,X,-,555,285,82,66,0,13799,1893.06565656566,99,2364.73026377993,948.5
D-411_316LDS1 B410147700 X100 G.S=5 -3.png,D,316LDS1,B410147700,5,X,-,555,285,82,66,4,12167,2256.18823529412,85,2647.39382609574,1056
D-412_316LDS1 B410150200 X100 G.S=6 -2.png,D,316LDS1,B410150200,6,X,-,565,250,81,65,5,15113,2213.95625,80,2859.95118532833,955
D-413_316LDS1 B410150200 X100 G.S=5.5.png,D,316LDS1,B410150200,5.5,X,-,565,250,81,65,14,14995,1959.74489795918,98,2716.3558414486,783.25
D-415_316LDS1 B410150200 X100 G.S=5.5 -5.png,D,316LDS1,B410150200,5.5,X,-,565,250,81,65,0,11905,2172.0523255814,86,2423.94916458547,1311.25
D-416_316LDS1 B410147700 X100 G.S=5.png,D,316LDS1,B410147700,5,X,-,555,285,82,66,10,10691,2316.75,82,2595.92435044469,1186.75
D-417_316LDS1 B410150200 X100 G.S=5.5 -4.png,D,316LDS1,B410150200,5.5,X,-,565,250,81,65,35,11583.5,2236.48823529412,85,2561.900373432,1105.5
D-41_304LDS1 B3A0362709 X100 G.S=4.png,D,304LDS1,B3A0362709,4,X,-,580,255,82,68,3,23628,5979.95833333333,36,5836.18563287011,3894.25
D-421_316LDS1 B410586500 X100 G.S=4.png,D,316LDS1,B410586500,4,X,-,570,300,78,56,0,23788.5,6477.92424242424,33,6295.66692873711,4327
D-422_316LDS1 B410586500 X100 G.S=3.5.png,D,316LDS1,B410586500,3.5,X,-,570,300,78,56,0,46627.5,10424.1363636364,22,13200.1125513296,5994.75
D-423_316LDS1 B410576900 X100 G.S=5.png,D,316LDS1,B410576900,5,X,-,610,425,75,49,37.5,11037,2301.00602409639,83,2808.17088401314,1114
D-424_316LDS1 B410576900 X100 G.S=5 -2.png,D,316LDS1,B410576900,5,X,-,610,425,75,49,1,15137.5,2221.93604651163,86,2859.59169796135,1149.75
D-425_316LDS1 B410542400 X100 G.S=6.5.png,D,316LDS1,B410542400,6.5,X,-,580,255,84,62,1.5,4762.5,722.204878048781,205,869.537521862872,357.5
D-426_316LDS1 B410542400 X100 G.S=2.5.png,D,316LDS1,B410542400,2.5,X,-,580,255,84,62,51,46722.5,8460.01851851852,27,13824.0675946253,1419
D-429_316LDS1 B410315100 X100 G.S=7.5 -2.png,D,316LDS1,B410315100,7.5,X,-,605,330,82,62,0,2330,321.33286908078,359,432.492085271084,151
D-42_304LDS1 B3B0451401 X100 G.S=2.5.png,D,304LDS1,B3B0451401,2.5,X,-,585,265,78,72,73,73057.5,12035.0526315789,19,20234.1434486981,4663
D-430_316LDS1 B410150300 X100 G.S=6 -3.png,D,316LDS1,B410150300,6,X,-,565,265,81,64,0,7272,1331.69583333333,120,1540.64972805825,794.25
D-431_316LDSB B430241806 X100 G.S=6.5 -2.png,D,316LDSB,B430241806,6.5,X,-,570,250,59,76,0,6776.5,906.453488372093,172,1074.48373386864,472.75
D-432_316LDSB B420048900 X100 G.S=7.png,D,316LDSB,B420048900,7,X,-,585,250,62,80,0,5155,698.844594594595,222,839.960957073433,413.25
D-433_316LDSB B420048900 X100 G.S=7 -2.png,D,316LDSB,B420048900,7,X,-,585,250,62,80,0,4602,525.181654676259,278,678.720017227834,275.5
D-434_316LDSB B410538300 X100 G.S=6.png,D,316LDSB,B410538300,6,X,-,565,250,58,76,0,6016,963.217105263158,152,1210.13540547157,442
D-436_316LDSB B410538300 X100 G.S=6 -2.png,D,316LDSB,B410538300,6,X,-,565,250,58,76,0,5457.5,1062.38214285714,140,1187.49360841996,652.75
D-437_316LDSB B410538300 X100 G.S=5.5.png,D,316LDSB,B410538300,5.5,X,-,565,250,58,76,0,10648,1686.21363636364,110,2116.82717276576,836
D-438_316LDS1 B430141600 X100 G.S=6 -3.png,D,316LDS1,B430141600,6,X,-,565,275,83,64,0,10927.5,1309.15702479339,121,1590.51404969757,763.5
D-439_316LDS1 B430141600 X100 G.S=6 -2.png,D,316LDS1,B430141600,6,X,-,565,275,83,64,1.5,5836.5,1054.16433566434,143,1287.49962424629,571.5
D-43_304LDS1 B3B0451401 X100 G.S=3 -2.png,D,304LDS1,B3B0451401,3,X,-,585,265,78,72,0,49920.5,12123.8421052632,19,14215.0624450677,5184
D-440_316LDS1 B430141400 X100 G.S=5.5.png,D,316LDS1,B430141400,5.5,X,-,560,250,79,64,2,10343.5,1942.20879120879,91,2079.98986428471,1290.5
D-441_316LDS1 B430109300 X100 G.S=7.5.png,D,316LDS1,B430109300,7.5,X,-,580,250,78,60,0,3450.5,670.759825327511,229,716.789099123169,404.5
D-442_316LDS1 B430109300 X100 G.S=7 -2.png,D,316LDS1,B430109300,7,X,-,580,250,78,60,0,6462.5,729.284037558685,213,804.110839432362,470
D-443_316LDS1 B420407900 X100 G.S=7.png,D,316LDS1,B420407900,7,X,-,605,380,82,59,4,4160,639.017391304348,230,725.502193178104,355.75
D-444_316LDS1 B410150300 X100 G.S=5.5.png,D,316LDS1,B410150300,5.5,X,-,565,265,81,64,0,14040.5,1765.53398058252,103,2471.8445161361,712
D-445_316LDS1 B420407900 X100 G.S=7 -4.png,D,316LDS1,B420407900,7,X,-,605,380,82,59,0,3749.5,538.637065637066,259,599.167154870458,329.5
D-446_316LDS1 B420407900 X100 G.S=7 -3.png,D,316LDS1,B420407900,7,X,-,605,380,82,59,0,6173.5,875.505524861879,181,1004.95875783131,594
D-447_316LDS1 B420407900 X100 G.S=7 -2.png,D,316LDS1,B420407900,7,X,-,605,380,82,59,0.5,6963,669.039647577093,227,979.404564105245,319
D-448_316LDS1 B420407900 X100 G.S=7.png,D,316LDS1,B420407900,7,X,-,605,380,82,59,0,26857,765.42039800995,201,2267.33059038627,312.5
D-44_304LDS1 B3B0451401 X100 G.S=3.png,D,304LDS1,B3B0451401,3,X,-,585,265,78,72,2530,50869,19152.4583333333,12,14417.5731508727,14955.75
D-451_316LDS1 B420405800 X100 G.S=6.png,D,316LDS1,B420405800,6,X,-,580,290,80,64,0,12446.5,1367.07916666667,120,1942.48932214551,668
D-452_316LDS1 B420405800 X100 G.S=4.5.png,D,316LDS1,B420405800,4.5,X,-,580,290,80,64,0,44764.5,3335.06779661017,59,6508.30431420129,1649
D-453_316LDS1 B420405800 X100 G.S=4.5.png,D,316LDS1,B420405800,4.5,X,-,580,290,80,64,4,32776.5,2058.49438202247,89,4295.82001138236,890.5
D-454_316LDS1 B420405200 X100 G.S=7.png,D,316LDS1,B420405200,7,X,-,590,315,79,60,0,6490,848.150273224044,183,1084.87055614613,360.5
D-455_316LDS1 B420405200 X100 G.S=6.5.png,D,316LDS1,B420405200,6.5,X,-,590,315,79,60,0,6249,753.464646464646,198,992.082993210142,399.5
D-456_316LDS1 B420405200 X100 G.S=5.png,D,316LDS1,B420405200,5,X,-,590,315,79,60,1,16146.5,2052.2,95,3092.23467006255,791.5
D-457_316LDS1 B420171300 X100 G.S=7.png,D,316LDS1,B420171300,7,X,-,580,310,84,61,0,9686,816.723076923077,195,1186.88135960388,435.5
D-458_316LDS1 B420171300 X100 G.S=7 -4.png,D,316LDS1,B420171300,7,X,-,580,310,84,61,0.5,6690,810.789340101523,197,883.039534695704,499
D-459_316LDS1 B420162400 X100 G.S=6.5.png,D,316LDS1,B420162400,6.5,X,-,570,275,82,65,0,11434.5,1055.88271604938,162,1587.77563714109,511.5
D-460_316LDS1 B420162400 X100 G.S=6.5.png,D,316LDS1,B420162400,6.5,X,-,570,275,82,65,1,6657,762.713235294118,204,878.512749955646,508.75
D-461_316LDS1 B410586500 X100 G.S=5.png,D,316LDS1,B410586500,5,X,-,570,300,78,56,1,21775.5,2790.42361111111,72,3428.80927933092,1486.25
D-462_316LDS1 B430121501 X100 G.S=3 -2.png,D,316LDS1,B430121501,3,X,-,535,250,80,67,0.5,83768,11516.875,20,19286.0608425327,5608.75
D-46_304LDS1 B3C0364100 X100 G.S=2.png,D,304LDS1,B3C0364100,2,X,-,550,245,81,70,0,62177.5,18410.6153846154,13,22895.1676486494,5265.5
D-47_304LDS1 B3C0381600 X100 G.S=3 -2.png,D,304LDS1,B3C0381600,3,X,-,575,255,81,68,33,32150.5,6128.97222222222,36,8336.62333300783,1487.5
D-48_304LDS1 B3C0381600 X100 G.S=3.png,D,304LDS1,B3C0381600,3,X,-,575,255,81,68,158.5,26028,6017.32352941177,34,6741.37302069484,3418
D-4_STS316VAR B3B0507407 X100 G.S=4.5 -3.png,D,STS316VAR,B3B0507407,4.5,X,-,540,200,60,82,10,78873.5,12210.0789473684,19,20485.1508320585,3927
D-50_304LDS1 B3C0476400 X100 G.S=6.5.png,D,304LDS1,B3C0476400,6.5,X,-,615,300,79,64,0,6525,1305.44881889764,127,1377.55258389516,899
D-51_304LDS1 B3C0135800 X100 G.S=7.png,D,304LDS1,B3C0135800,7,X,-,610,270,83,65,0,10874,931.887283236994,173,1464.73100186183,314
D-52_304LDS1 B3C0138900 X100 G.S=7.png,D,304LDS1,B3C0138900,7,X,-,610,265,82,64,0,11796,1008.203125,160,1494.52499173742,513.75
